geometry_id,geometry
298,"LINESTRING (-120.66163 47.5943939, -120.6617147 47.5943434, -120.6620583 47.5941257, -120.6622296 47.5940738, -120.6623411 47.5940424, -120.6624867 47.5940257, -120.662668 47.5940162, -120.6635661 47.5939695, -120.6637553 47.5939484, -120.6639935 47.5938949, -120.6642554 47.5938043, -120.6646046 47.5936598, -120.6646307 47.5936461, -120.6648798 47.5935146, -120.6659913 47.5927714, -120.6661221 47.5926839, -120.6661832 47.5926431, -120.666336 47.592541, -120.6668219 47.5921906)"
299,"LINESTRING (-120.66163 47.5943939, -120.6617213 47.5944759, -120.6617384 47.5944913, -120.6620159 47.5947129)"
300,"LINESTRING (-120.6557782 47.5969438, -120.6569248 47.5963353, -120.6572303 47.5961732)"
301,"LINESTRING (-120.6557782 47.5969438, -120.6546503 47.5975424)"
302,"LINESTRING (-120.6557782 47.5969438, -120.6561941 47.5972995, -120.6562096 47.5973129, -120.6565532 47.5976067, -120.6566479 47.5976877)"
303,"LINESTRING (-120.6557782 47.5969438, -120.6553032 47.5965406)"
304,"LINESTRING (-120.6594539 47.5983191, -120.6593898 47.5983501, -120.6593536 47.5983936, -120.6593376 47.5984413, -120.6593412 47.5987034, -120.6593403 47.5987572)"
305,"LINESTRING (-120.6535546 47.5981239, -120.6538224 47.5979819, -120.6539589 47.5979094, -120.654294 47.5977315, -120.654564 47.5975882, -120.6546503 47.5975424)"
306,"LINESTRING (-120.6535546 47.5981239, -120.6539596 47.5984931, -120.6542768 47.5987822, -120.6542981 47.5988016, -120.6543963 47.598894)"
307,"LINESTRING (-120.6535546 47.5981239, -120.653472 47.5980566, -120.653367 47.597971)"
308,"LINESTRING (-120.653367 47.597971, -120.653472 47.5980566, -120.6535546 47.5981239)"
309,"LINESTRING (-120.6620159 47.5947129, -120.6617384 47.5944913, -120.6617213 47.5944759, -120.66163 47.5943939)"
310,"LINESTRING (-120.6565213 47.599645, -120.6557937 47.5996374, -120.6556789 47.5996414, -120.6556065 47.5996477, -120.6555246 47.5996584, -120.6554605 47.5996721, -120.655389 47.5996965, -120.655322 47.5997239, -120.6551547 47.5998089, -120.654899 47.5999843)"
311,"LINESTRING (-120.6565213 47.599645, -120.6577513 47.5996528, -120.6577632 47.5996532, -120.6578604 47.599656)"
312,"LINESTRING (-120.6565213 47.599645, -120.6564686 47.5996999, -120.6564286 47.5997401, -120.6563834 47.5998014, -120.6563635 47.5998442, -120.6563533 47.5999025, -120.6563398 47.5999862, -120.6563336 47.6000947)"
313,"LINESTRING (-120.6563336 47.6000947, -120.6563398 47.5999862, -120.6563533 47.5999025, -120.6563635 47.5998442, -120.6563834 47.5998014, -120.6564286 47.5997401, -120.6564686 47.5996999, -120.6565213 47.599645)"
314,"LINESTRING (-120.6768257 47.5949199, -120.6768059 47.595386)"
315,"LINESTRING (-120.6768257 47.5949199, -120.6768454 47.594483, -120.6768393 47.5944191, -120.6768308 47.5943905, -120.6768169 47.5943691, -120.6767789 47.5943339, -120.6767292 47.5943203, -120.6766576 47.5943125, -120.6760632 47.5943032, -120.6758125 47.5943008, -120.6747938 47.5942879)"
316,"LINESTRING (-120.6768257 47.5949199, -120.6767356 47.59492, -120.6755868 47.5949076, -120.675481 47.5949077, -120.675418 47.5949076, -120.6753658 47.5949221, -120.6752867 47.5949428, -120.6752025 47.594951, -120.6750711 47.5949456, -120.6750176 47.5949392, -120.6749627 47.5949239, -120.6749055 47.5948933, -120.6748795 47.5948734, -120.6748233 47.5948156, -120.6747904 47.5947819, -120.6747871 47.594746, -120.6747904 47.5946562)"
317,"LINESTRING (-120.6678869 47.5902391, -120.6683599 47.5905396)"
318,"LINESTRING (-120.660666 47.5987765, -120.6610669 47.5987764, -120.6619992 47.5987763)"
319,"LINESTRING (-120.660666 47.5987765, -120.6606624 47.5990792, -120.660661 47.5992235, -120.6606407 47.5997019)"
320,"LINESTRING (-120.660666 47.5987765, -120.6603558 47.598772, -120.6602338 47.5987702, -120.6593403 47.5987572)"
321,"LINESTRING (-120.660666 47.5987765, -120.6606752 47.598317, -120.6606802 47.5980494, -120.6606841 47.5978869)"
322,"LINESTRING (-120.6588786 47.5947306, -120.659467 47.5945408, -120.6595873 47.5944828)"
323,"LINESTRING (-120.6668052 47.6013032, -120.66683 47.6007694, -120.6668313 47.600741, -120.6668343 47.6006748)"
324,"LINESTRING (-120.6668052 47.6013032, -120.6667071 47.6013034, -120.6662557 47.6013044, -120.6662399 47.6013044, -120.6661081 47.6013047, -120.6660285 47.6013049, -120.6640779 47.6013124, -120.6637065 47.6013132, -120.6633595 47.6013171, -120.6632473 47.6013183)"
325,"LINESTRING (-120.6632473 47.6013183, -120.6632649 47.6008676, -120.6632707 47.6007202, -120.6632719 47.6006909, -120.6632747 47.6006189)"
326,"LINESTRING (-120.6632473 47.6013183, -120.6633595 47.6013171, -120.6637065 47.6013132, -120.6640779 47.6013124, -120.6660285 47.6013049, -120.6661081 47.6013047, -120.6662399 47.6013044, -120.6662557 47.6013044, -120.6667071 47.6013034, -120.6668052 47.6013032)"
327,"LINESTRING (-120.6737873 47.5961062, -120.6741822 47.5961261)"
328,"LINESTRING (-120.6747938 47.5942879, -120.6745097 47.5942818, -120.6743453 47.5943068)"
329,"LINESTRING (-120.6747938 47.5942879, -120.6758125 47.5943008, -120.6760632 47.5943032, -120.6766576 47.5943125, -120.6767292 47.5943203, -120.6767789 47.5943339, -120.6768169 47.5943691, -120.6768308 47.5943905, -120.6768393 47.5944191, -120.6768454 47.594483, -120.6768257 47.5949199)"
330,"LINESTRING (-120.6747938 47.5942879, -120.6747935 47.5943496, -120.6747928 47.5945203, -120.6747925 47.5945969, -120.6747904 47.5946562)"
331,"LINESTRING (-120.6747904 47.5946562, -120.6747871 47.594746, -120.6747904 47.5947819, -120.6748233 47.5948156, -120.6748795 47.5948734, -120.6749055 47.5948933, -120.6749627 47.5949239, -120.6750176 47.5949392, -120.6750711 47.5949456, -120.6752025 47.594951, -120.6752867 47.5949428, -120.6753658 47.5949221, -120.675418 47.5949076, -120.675481 47.5949077, -120.6755868 47.5949076, -120.6767356 47.59492, -120.6768257 47.5949199)"
332,"LINESTRING (-120.6747904 47.5946562, -120.6747925 47.5945969, -120.6747928 47.5945203, -120.6747935 47.5943496, -120.6747938 47.5942879)"
333,"LINESTRING (-120.6747904 47.5946562, -120.6748437 47.5946583, -120.6751475 47.59467, -120.6752457 47.594773)"
334,"LINESTRING (-120.6752457 47.594773, -120.6751475 47.59467, -120.6748437 47.5946583, -120.6747904 47.5946562)"
335,"LINESTRING (-120.6741369 47.5964711, -120.6741445 47.5962567, -120.6741452 47.5962375, -120.6741822 47.5961261)"
336,"LINESTRING (-120.6693822 47.5998008, -120.668705 47.5997865)"
337,"LINESTRING (-120.6693822 47.5998008, -120.6695025 47.5998034, -120.669598 47.5998055, -120.670515 47.5998119, -120.6716874 47.5998237)"
338,"LINESTRING (-120.6693822 47.5998008, -120.6693887 47.6001719, -120.6693911 47.6003077, -120.6693933 47.6004325)"
339,"LINESTRING (-120.6693933 47.6004325, -120.6693911 47.6003077, -120.6693887 47.6001719, -120.6693822 47.5998008)"
